,Rating,Review title,Review
2069,5,Very good,best quality
2070,5,Amazing product go for it.,Value for money.
2071,1,Very bad low quality,Very bad quality
2072,5,Best bag in this price,College purposes
2073,5,Good quality,1 ya 2 day tours
2074,1,Very Bad Product,Very Bad Product
2075,5,Best bag,Very nice bag 🎒
2076,3,Not like other AT bags.,Not of good quality.The tag mark is faded and does not last long.
2077,5,Awesome bag,Awesome
2078,3,Bad,Bad
2079,5,Good product,I like it very much
2080,5,It's nice good quality i am satisfied,I will like this product so much because it's fast delivery and good quality
2081,1,Disappointed,Not suitable for daily useDisappointed
2082,2,The quality was not upto the mark. Within 2 ...,The quality was not upto the mark. Within 2 months of its use the stitches broke loose and I was left struggling.
2083,1,Worthless,Very poor quality product. Gets dirty very quickly too
2084,5,Nice,It is a space able but it's bottle holder break in 2 days
2085,4,Good,Good
2086,5,"Super , value for money",Value for money
2087,2,Average,Average product
2088,5,Best up go with it.,Best go for it.
2089,5,its a wonderful bag i had ever seen,i like this bag
2090,5,Five Stars,very good price and very good product.but some bag part colour are different
2091,4,Good,Average
2092,1,Waste product,Word product got mud in one day
2093,1,Worst bag,"Don't buy this, they told you it is a water proof bag but it is not. My valuable documents were get wet. Worst quality."
2094,4,Nyc,Nyc comfortable
2095,2,Low quality,Quality not up to the mark . Expensive!!
2096,4,Good quality,Quality is good
2097,5,This bag is very good,I like this bag
2098,5,Nice 👍,Nice product 👍
2099,5,Value  for money,Light weight bag and good looking
2100,3,..,average
2101,1,Bag is damaged within a year,Inner layer is damaged.inner partitions also damaged.now what I do.will I get the warranty
2102,5,Best site for shopping,Very nice
2103,1,One Star,Bad quality. very poor quality near zip starches
2104,5,Very very nice,Nice 👌👌
2105,1,I want to return this product,I don’t like this product because the product quality is very poor product damage in 1 month I want my money back
2106,5,Good Product,"Bag is good, light weight and spacious."
2107,3,Pathetic,Not durable at all. The material is pathetic. I doubt at times whether it is original AT. Pls dont buy this
2108,5,It's durable,I loved it. It'd be better if there was a strong pouch for bottles at three lateral side.
2109,1,Poor quality,This product is very poor quality.
2110,5,Comfortable bag,Could be provide laptop space also at this cost please check over it
2111,4,Overall it's good.,I like it & my daughter used it.
2112,3,It's not a complete water proof 🚫💦 my file 📁is,It's not a water proof
2113,5,very good product,I like this casual Backpack .
2114,1,Inferior quality,Very inferior quality product from what it is shown on site
2115,5,Good,Good
2116,4,I love it,It is amazing and i received the product at right time and the quality is amazing.
2117,5,Insane bagpack,Very good quality and full water resistane vey good for travelling and very light weight
2118,3,Poor quality.,Great design but poor cloth quality.Cloth got tored within 3 months.Not satisfied with quality.
2119,4,Average,NYC
2120,1,Bad Quality,Please replace
2121,5,travelling,very fantastic
2122,1,It's is broken,It's is broken
2123,2,Duplicate,Don't buy this
2124,1,No value for product,Waste of money
2125,3,Overall I would rate 3/5,Bag is good but it does not look the product which we are able too see in the image
2126,5,Good,So far it's good.
2127,4,Good,Less capacity
2128,3,It's just ok ok type bag....not so gud,The bag is ok.... Not so gud
2129,5,Good,Good for college
2130,4,Four Stars,Good but not the best
2131,3,BAG,Small but good
2132,5,Bahut sunder hai,School ke liye
2133,5,Superb quality,Awsome quality
2134,5,Nice,V nice
2135,5,Good to carry,Office
2136,5,Good product,Good for my office
2137,5,Great one,Awesome product with lots of space
2138,3,Bought it for Rs-799 .  Resonable price was 599. Made and developed by samsonite,Quality is very low. Like normal 400-500 bag.
2139,1,Failed in expectations,Poor quality
2140,5,Bag very nice bus product quality not satisfied,This product change and return order and new update bag very missing item bag
2141,4,Recommended for travelling,It's very good product. There was so much pace for travelling
2142,5,Very good,NYC very good
2143,4,Happy with Purchase,Happy with the product quality.Quite spacious but outer material is polyester
2144,5,Superb stylish,"Good bag for school students,stylish......"
2145,5,Best ones from company,Nice......good......beautiful.....OMG.....excellent👍👍👍👍👍👍👍👍👍
2146,5,Good quality,Good quality
2147,5,Super bag,Super bag...
2148,4,Excellent,Good one
2149,2,Photo image good.but bought this colot worst,Actual photo color bright looking for but my order product in worst dull color...i m dislike the product
2150,5,Value for money. Try it.,Very nice and value for money.
2151,1,Dont go for it,Seems like just labelled as American Tourister
2152,5,Good,Good
2153,1,Nothing to say😝😝,West of money
2154,4,Nice,Defenetly buy
2155,5,Nic product,Easy to carry
2156,5,Good Buy,Sturdy and durable and looks just great
2157,3,Good product,Good and quality product
2158,5,Good,Good
2159,4,I am satisfied with this.,Nice product...I love it
2160,5,Quality,Nice product from Amazon.
2161,5,Excellent product,This will be very nice if there is rain cover
2162,5,Specs matched the product,As shown
2163,5,Good,Nice bag but small compartment for expecting size
2164,3,Nice bag,It's good bag
2165,3,You can get a better backpack at this price so try another bag,Cheap Quality
2166,5,Enough space for school going kids,Good quality
2167,5,Super,Super
2168,4,Good,Good
2169,5,Light weight,Travelling
2170,4,Not happy,Outer material is not good
2171,5,GOOD QUALITY,GOOD PRODUCT
2172,5,Good,Wonderful bag
2173,4,So so,It is good but the green straps should not be there
2174,4,Nice,Nice light weighted .very easy to carry.
2175,4,Very good product,This is an amazing product. I am very happy to buy it.
2176,5,₹😍😍,Really happy worth for ₹794  😍🙂🙂🙂
2177,4,Worth for money,"Worthy for penny Seems to be improve,there is no spongy layers in between 2 &3 compartmentI like to know about it was original or fake"
2178,3,Worth of money,Nice
2179,4,🙂,Good
2180,1,No quality,Quality not good. After one weak bag damage.
2181,3,Bag,Value for money
2182,4,A great experience with American Touristed.,As same as shown in the picture.
2183,5,Great,Awesome product
2184,5,Yes,Yes
2185,3,Good product,Would have been better if Laptop compartment is included
2186,4,Good,Good product
2187,5,Quality is good,Good quality
2188,1,Not good,Not worth it
2189,2,Not satisfied,Poor quality not satisfied
2190,5,Best,Good
2191,1,Fake product,Fake
2192,5,Nice,Nice
2193,1,Poor,It's seems to be duplicate product I won't recommend quality not good
2194,5,Too gud,Superb... Is it very easy to carry.....
2195,5,Amazing product,Its nice and great.Good quality
2196,5,Good quality,"Good quality, durable, light weight"
2197,4,Original,Ok
2198,5,Good,Good product
2199,1,Don't buy it. Very cheap quality,Third class product please don't buy this product. Zip failed within three months inner devider clothing torn.
2200,5,Good for school purpose,Very goo item for use but some costly
2201,3,Not value for money,Made of flexible material. Cant stand straight as shown in picture.
2202,5,G,Good
2203,4,Good quality,Good quality
2204,1,Very poor quality,Poor quality
2205,1,Copy product,Copy product
2206,5,Nice decent product,Nice product
2207,5,Good quality,Good quality
2208,5,Good,"Good product,  value for money"
2209,1,poor quality,poor
2210,5,Good,Good
2211,4,Not too bad,Good
2212,5,Go,Good
2213,5,Niceeee,Value for money product
2214,5,Nice,Good one
2215,5,Awesome,Light weight
2216,5,Just wow,Just awesome colour ❤️
2217,4,Superb,Nyc product
2218,1,Quality not so well s brand,Not worth
2219,5,Liked 👍,Nice good qualityMore space than expected
2220,5,Good,It is good but not as expected
2221,5,Good for students 😊😊😊,Osm product according to it rate
2222,5,Great,Best
2223,5,Excellent,Awesome
2224,1,"Finally, it is not buyable","This is a waste product, only in a month it teared."
2225,5,Nic,Nic
2226,4,Four Stars,Good quality. Product is same as shown in picture. Satisfied.
2227,3,Raincover missing,"Raincover mentioned with the product is missing, provide that"
2228,5,Excellent product,I like it so much
2229,3,just ok,Look wise good but quality could be better.Little different from picture
2230,1,Worst Product,Low Quality. Don't Buy this.
2231,5,Good,V good guys
2232,4,It is nice bag,I like this
2233,3,Awesome,Easy to use
2234,4,Expensive,"Good product ,but price is expensive for this item"
2235,5,Nice,Nice I like it it was good product
2236,4,Recommended...,Good product...Durable...
2237,5,Good quality,Good quality
2238,1,Not so good,Bad quality
2239,5,It's good product,I like this
2240,1,Size was small,Not 32 lits
2241,3,Quality is very poor,Poor qualit
2242,5,Very good quality,It was good
2243,1,Bed quality,Bed quality
2244,1,Very poor quality,"Worst quality, utterly disappointed."
2245,5,Good,Yes
2246,1,N,Not
2247,4,Four Stars,Good
2248,5,Lovely bag,I loved this color is good. Good product I would suggest to buy
2249,5,Wow!!!!,It's a wonderful product
2250,5,Good,Water resistant is not better but lightweight is better and durability is good
2251,4,Nice product,Nice product.
2252,1,Not satisfied,Material is not good as shown in picture.
2253,5,Great deal,Fastest delivery service finally it is Great deal thanx amezon
2254,5,satisfied,worth bag
